,Name,Age,Class/Dept,Ticket,Embarked,Job
1432,"MAYTUM, Mr Alfred",52,Victualling Crew, ,Belfast,Chief Butcher                             
1433,"MAYZES, Mr Thomas",25,Engineering Crew, ,Southampton,Fireman                             
1434,"MCALLISTER, Mr Hugh",34,Engineering Crew, ,Belfast,Fireman                             
1435,"MCALLISTOR, Mr Daniel",29,Engineering Crew, ,Belfast,Fireman                             
1436,"MCANDREW, Mr Thomas",36,Engineering Crew, ,Southampton,Fireman                             
1437,"MCANDREWS, Mr William",23,Engineering Crew, ,Southampton,Fireman                             
1438,"MCARTHUR, Mr James",29,Engineering Crew, ,Belfast,Fireman                             
1439,"MCBARTY, Mr Thomas",,Engineering Crew, ,Belfast,Fireman                             
1440,"MCCAFFRY, Mr Thomas Francis",46,1st Class Passenger,13050£75               4s               10d,Southampton,Banker                             
1441,"MCCARRON, Mr David",32,Engineering Crew, ,Belfast,Fireman                             
1442,"MCCARTHY, Mr Timothy J.",54,1st Class Passenger,17463£51               17s               3d,Southampton,Buyer                             
1443,"MCCARTHY, Mr William",47,Deck Crew, ,Southampton,Able Seaman                             
1444,"MCCARTHY, Miss Catherine ""Katie""",24,3rd Class Passenger,383123£7               15s               ,Queenstown,                             
1445,"MCCARTHY, Mr Frederick J.",36,Victualling Crew, ,Southampton,Bed Room Steward                             
1446,"MCCARTNEY, Mr John",49,Deck Crew, ,Belfast,Able Seaman                             
1447,"MCCASTLAN, Mr W.",38,Engineering Crew, ,Southampton,Fireman                             
1448,"MCCAWLEY, Mr Thomas W.",36,Victualling Crew, ,Belfast,Gymnasium Steward                             
1449,"MCCORMACK, Mr Thomas Joseph",19,3rd Class Passenger,367228£7               15s               ,Queenstown,Barman                             
1450,"MCCOY, Miss Agnes",29,3rd Class Passenger,367226£23               5s               ,Queenstown,                             
1451,"MCCOY, Miss Alicia",26,3rd Class Passenger,367226£23               5s               ,Queenstown,                             
1452,"MCCOY, Mr Bernard",24,3rd Class Passenger,367226£23               5s               ,Queenstown,General Labourer                             
1453,"MCCRAE, Mr Arthur Gordon",32,2nd Class Passenger,237216£13               10s               ,Southampton,Engineer                             
1454,"MCCRIE, Mr James Matthew",30,2nd Class Passenger,233478£13                             ,Southampton,Oil Worker                             
1455,"MCDERMOTT, Miss Bridget Delia",31,3rd Class Passenger,330932£7               15s               8d,Queenstown,                             
1456,"MCDONALD, Mr George",30,Engineering Crew, ,Belfast,Fireman                             
1457,"MCDONALD, Mr Daniel",26,Engineering Crew, ,Belfast,Trimmer                             
1458,"MCELROY, Mr Hugh Walter",37,Victualling Crew, ,Southampton,Purser                             
1459,"MCENSPIE, Mr James",48,Deck Crew, ,Belfast,Able Seaman                             
1460,"MCENTEE, Mr Charles",37,Engineering Crew, ,Belfast,Fireman                             
1461,"MCERLINE, Mr John",49,Engineering Crew, ,Belfast,Greaser                             
1462,"MCEVOY, Mr Michael",19,3rd Class Passenger,36568£15               10s               ,Queenstown,Farm Labourer                             
1463,"MCGANN, Mr James",26,Engineering Crew, ,Southampton,Trimmer                             
1464,"MCGARVEY, Mr Edward Joseph",34,Engineering Crew, ,Southampton,Fireman                             
1465,"MCGAW, Mr Erroll Victor",30,Engineering Crew, ,Southampton,Fireman                             
1466,"MCGAW, Mr Samuel",34,Engineering Crew, ,Belfast,Leading Fireman                             
1467,"MCGEE, Mr Samuel",48,Engineering Crew, ,Belfast,Fireman                             
1468,"MCGEE, Mr Patrick",32,Engineering Crew, ,Belfast,Fireman                             
1469,"MCGILL, Mr John",36,Engineering Crew, ,Belfast,Fireman                             
1470,"MCGILL, Mr Thomas",29,Engineering Crew, ,Belfast,Trimmer                             
1471,"MCGIVERN, Mr Thomas",43,Engineering Crew, ,Belfast,Fireman                             
1472,"MCGIVERN, Mr Henry",41,Engineering Crew, ,Belfast,Trimmer                             
1473,"MCGONAGAL, Mr W.",49,Deck Crew, ,Belfast,Able Seaman                             
1474,"MCGOUGH, Mr James Robert",35,1st Class Passenger,17473£26               5s               9d,Southampton,Buyer                             
1475,"MCGOUGH, Mr George Francis 'Paddy'",36,Deck Crew, ,Southampton,Able Seaman                             
1476,"MCGOUGH, Mr Frank",25,Engineering Crew, ,Belfast,Fireman                             
1477,"MCGOVERN, Ms Mary",22,3rd Class Passenger,330931£7               17s               7d,Queenstown,                             
1478,"MCGOWAN, Miss Katherine",42,3rd Class Passenger,9232£7               15s               ,Queenstown,                             
1479,"MCGOWAN, Miss Anna ""Annie""",17,3rd Class Passenger,330923£8                             7d,Queenstown,                             
1480,"MCGOWN, Mr Barney",43,Engineering Crew, ,Belfast,Fireman                             
1481,"MCGRADY, Mr James",27,Victualling Crew, ,Southampton,Saloon Steward                             
1482,"MCGREEVY, Mr Richard",26,Engineering Crew, ,Belfast,Trimmer                             
1483,"MCGREGOR, Mr J.",30,Engineering Crew, ,Southampton,Fireman                             
1484,"MCGROGAN, Mr John",45,Engineering Crew, ,Belfast,Greaser                             
1485,"MCILROY, Mr James",40,Engineering Crew, ,Belfast,Greaser                             
1486,"MCILROY, Mr William",40,Engineering Crew, ,Belfast,Fireman                             
1487,"MCILROY, Mr Barney",36,Engineering Crew, ,Belfast,Fireman                             
1488,"MCILROY, Mr Robert",26,Engineering Crew, ,Belfast,Trimmer                             
1489,"MCILWAINE, Mr James",25,Engineering Crew, ,Belfast,Trimmer                             
1490,"MCINERNEY, Mr Thomas",37,Engineering Crew, ,Southampton,Greaser                             
1491,"MCINTOSH, Mr Joseph",48,Deck Crew, ,Belfast,Able Seaman                             
1492,"MCINTYRE, Mr William",21,Engineering Crew, ,Southampton,Trimmer                             
1493,"MCKANE, Mr Peter David",46,2nd Class Passenger,28403£26                             ,Southampton,                             
1494,"MCKENNA, Mr Barney",24,Engineering Crew, ,Belfast,Leading Fireman                             
1495,"MCKENNA, Mr Patrick",40,Deck Crew, ,Belfast,Able Seaman                             
1496,"MCKINNEY, Mr Peter",40,Engineering Crew, ,Belfast,Fireman                             
1497,"MCLAREN, Mrs H",40,Victualling Crew, ,Southampton,Stewardess                             
1498,"MCMAHON, Mr Martin",20,3rd Class Passenger,370372£7               15s               ,Queenstown,Farm Labourer                             
1499,"MCMICKEN, Mr Arthur",23,Victualling Crew, ,Belfast,Saloon Steward                             
1500,"MCMICKEN, Mr Benjamin Tucker",21,Victualling Crew, ,Belfast,Second Pantry Steward                             
1501,"MCMILLAN, Mr Samuel",29,Engineering Crew, ,Belfast,Fireman                             
1502,"MCMILLAN, Mr William",35,Engineering Crew, ,Belfast,Fireman                             
1503,"MCMILLEN, Mr Thomas",55,Engineering Crew, ,Belfast,Fireman                             
1504,"MCMULLAN, Mr William",40,Engineering Crew, ,Belfast,Greaser                             
1505,"MCMULLAN, Mr Patrick",30,Engineering Crew, ,Belfast,Fireman                             
1506,"MCMULLIN, Mr John Richard",32,Victualling Crew, ,Belfast,First class saloon steward                             
1507,"MCMURRAY, Mr William Ernest",43,Victualling Crew, ,Belfast,Bed Room Steward                             
1508,"MCNAMEE, Mr Neal",27,3rd Class Passenger,376566£16               2s               ,Southampton,Provision Manager                             
1509,"MCNAMEE, Mrs Eileen",19,3rd Class Passenger,376566£16               2s               ,Southampton,                             
1510,"MCNEILL, Miss Bridget",27,3rd Class Passenger,370368£7               15s               ,Queenstown,                             
1511,"MCQUILLAN, Mr William",26,Engineering Crew, ,Belfast,Fireman                             
1512,"MCRAE, Mr William Alexander",32,Engineering Crew, ,Southampton,Fireman                             
1513,"MCREYNOLDS, Mr William",22,Engineering Crew, ,Belfast,Junior 6th. Engineer                             
1514,"MCTEER, Mr John",38,Engineering Crew, ,Belfast,Greaser                             
1515,"MEANWELL, Mrs Marian",63,3rd Class Passenger,392087£8               1s               ,Southampton,Milliner                             
1516,"MECHAN, Mr William",38,Engineering Crew, ,Belfast,Trimmer                             
1517,"MEEHON, Mr John",22,3rd Class Passenger,3130£7               15s               ,Queenstown,General Labourer                             
1518,"MEEK, Mrs Annie Louise Rowley",31,3rd Class Passenger,343095£8               1s               ,Southampton,                             
1519,"MELLINGER, Mrs Elizabeth Anne",41,2nd Class Passenger,250644£19               10s               ,Southampton,                             
1520,"MELLINGER, Miss Madeleine Violet",13,2nd Class Passenger,250644£19               10s               ,Southampton,                             
